andre_mareschal-cour_bergere_ou_l_arcadie_de_messire_philippes_sidney	[vide]	1640.</p>	[vide]	[vide]	1640	[vide]
voltaire-rome_sauvee_ou_catilina	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 24 février 1752.	[vide]	[vide]	1752-02-24
voltaire-sophonisbe	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
pierre_du_ryer-lisandre_et_caliste	[vide]	[vide]	Représentée pour la première fois en 1630.	[vide]	[vide]	1630
jacques_francois_ancelot_nicolas_paul_duport-champmesle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 11 février 1837.</span>	[vide]	[vide]	1837-02-11
eugene_scribe_melesville-moulin_de_javelle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase Dramatique, le 8 juillet 1833.	[vide]	[vide]	1833-07-08
voltaire-amelie_ou_le_duc_de_foix	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 17 août 1752.	[vide]	[vide]	1752-08-17
pierre_du_ryer-esther	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1642.	[vide]	[vide]	1642
eugene_scribe_melesville_charles_gaspard_delestre_poirson-parrain	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 23 avril 1821.	[vide]	[vide]	1821-04-23
eugene_scribe-trois_genres	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 27 avril 1824.	[vide]	[vide]	1824-04-27
francois_ponsard-agnes_de_meranie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Second Théâtre-Français, le 22 décembre 1846	[vide]	[vide]	1846-12-22
montfleury-ecole_des_filles	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1666.	[vide]	[vide]	1666
edme_boursault-portrait_du_peintre_ou_la_critique_de_l_ecole_des_femmes	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Royal de l’Hôtel de Bourgogne, en 1663.	[vide]	[vide]	1663
georges_feydeau-patte_en_l_air	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
hauteroche-cocher_suppose_le	[vide]	[vide]	Représentée, pour la première fois, le 8 avril 1680.	[vide]	[vide]	1680-04-08
alexis_piron-gustave_wasa	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 7 janvier 1733.	[vide]	[vide]	1733-01-07
jean_francois_bayard_louis_emile_vanderburch-gamin_de_paris	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 30 janvier 1836.	[vide]	[vide]	1836-01-30
dancourt-vendanges	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 30 septembre 1694.	[vide]	[vide]	1694-09-30
eugene_scribe_melesville-vepres_siciliennes	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 17 novembre 1819.	[vide]	[vide]	1819-11-17
eugene_scribe-famille_riquebourg_ou_le_mariage_mal_assorti	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 4 janvier 1831.	[vide]	[vide]	1831-01-04
eugene_scribe_jean_henri_dupin-bal_champetre_ou_les_grisettes_a_la_campagne	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 21 octobre 1824.	[vide]	[vide]	1824-10-21
paul_scarron-gardien_de_soi_meme	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1654.	[vide]	[vide]	1654
prosper_jolyot_de_crebillon-triumvirat_ou_la_mort_de_ciceron	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 23 décembre 1754.	[vide]	[vide]	1754-12-23
thomas_sauvage_jean_henri_dupin-courtisans_ou_la_barbe_de_neptune	[vide]	[vide]	Représenté pour la première fis, à Paris, sur le Théâtre de la Porte Saint-Martin, le 28 novembre 1821.	[vide]	[vide]	1821-11-28
paul_meurice-benvenuto_cellini	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte-Saint-Martin, le 1<sup>er</sup> avril 1852.	[vide]	[vide]	1852-04-01
hauteroche-apparences_trompeuses	[vide]	1672.</p>	[vide]	[vide]	1672	[vide]
eugene_scribe_melesville_jean_henri_dupin-ennui_ou_le_comte_derfort	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 2 février 1820.	[vide]	[vide]	1820-02-02
thomas_corneille-timocrate	[vide]	[vide]	Représentée pour la première fois, à Paris,  sur le Théâtre de l’Hôtel du Marais, le 24 novembre 1656.	[vide]	[vide]	1656-11-24
paul_scarron-don_japhet_d_armenie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1652.	[vide]	[vide]	1652
louis_de_boissy-vie_est_un_songe	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, par les Comédiens Italiens, le 12 novembre 1732.	[vide]	[vide]	1732-11-12
pierre_corneille-cid	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Marais, le 5 janvier 1637.	[vide]	[vide]	1637-01-05
george_sand-sept_cordes_de_la_lyre	[vide]	1840.</p>	[vide]	[vide]	1840	[vide]
alfred_de_musset-barberine	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 27 février 1882</span>	[vide]	[vide]	1882-02-27
eugene_scribe_charles_francois_jean_baptiste_moreau_de_commagnyi-philibert_marie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 26 décembre 1821.	[vide]	[vide]	1821-12-26
thomas_sauvage_n_le_couturier-aventure_de_faublas_ou_le_lendemain_d_un_bal_masque	[vide]	[vide]	Représentée pour la première fois, à Paris, sur la Théâtre du Vaudeville, le 19 février 1818.	[vide]	[vide]	1818-02-19
montfleury-gentilhomme_de_beauce	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en août 1670.	[vide]	[vide]	1670-08
alexandre_dumas_pere-alchimiste	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre de la Renaissance, le 10 avril 1839.	[vide]	[vide]	1839-04-10
eugene_scribe_melesville_charles_gaspard_delestre_poirson-freres_invisibles	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 10 juin 1819.	[vide]	[vide]	1819-06-10
philippe_quinault-amalasonte	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 9 novembre 1657.	[vide]	[vide]	1657-11-09
ernest_d_hervilly-poquelin_pere_et_fils	[vide]	[vide]	Représentée pour la première fois, à Paris,  sur le Théâtre national de l’Odéon,  le 15 janvier 1881.</span>	[vide]	[vide]	1881-01-15
georges_feydeau-enfants	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
eugene_labiche_marc_michel-chasse_aux_corbeaux	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 25 juin 1853.	[vide]	[vide]	1853-06-25
eugene_scribe_antoine_francois_varner_jean_henri_dupin-bains_a_la_papa	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 9 octobre 1819.	[vide]	[vide]	1819-10-09
victor_hugo-gueux	Écrit H. H. le 10 septembre 1872.	[vide]	Représentée pour la première fois le 18 novembre 1890.	1872-09-10	[vide]	1890-11-18
eugene_labiche_marc_michel-perle_de_la_canebiere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 10 février 1855.	[vide]	[vide]	1855-02-10
moliere-jalousie_du_barbouille	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
champmesle-rue_saint_denis	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel Guénégaud, le 17 juin 1682.	[vide]	[vide]	1682-06-17
eugene_labiche_marc_michel-fiancee_du_bon_coin	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Palais Royal, le 16 avril 1856.	[vide]	[vide]	1856-04-16
dancourt-gazette	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 14 mai 1692.	[vide]	[vide]	1692-05-14
paul_meurice-vie_nouvelle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 8 avril 1867.	[vide]	[vide]	1867-04-08
eugene_scribe_antoine_francois_varner_jean_gilbert_ymbert-homme_automate	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 10 mai 1820.	[vide]	[vide]	1820-05-10
marivaux-heritier_du_village	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens italiens, sur le Théâtre de l’Hôtel de Bourgogne, le 19 août 1725.	[vide]	[vide]	1725-08-19
marivaux-dispute	[vide]	[vide]	Représentée pour la première fois, à Paris, par les Comédiens Français, sur le Théâtre de la rue des Fossés Saint-Germain, le 19 octobre 1744.	[vide]	[vide]	1744-10-19
eugene_scribe_melesville-petite_folle	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Gymnase, le 6 mai 1822.	[vide]	[vide]	1822-05-06
eugene_scribe_germain_delavigne-heritiere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 20 décembre 1823.	[vide]	[vide]	1823-12-20
voltaire-oedipe	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain,  le 18 novembre 1718.	[vide]	[vide]	1718-11-18
eugene_scribe_germain_delavigne-dervis	[vide]	[vide]	Représentée pour la première fois, sur le Théâtre du Vaudeville, le 2 septembre 1811.	[vide]	[vide]	1811-09-02
virginie_ancelot-marie_ou trois_epoques	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le Théâtre-Français, le 11 octobre 1846.	[vide]	[vide]	1846-10-11
jean_donneau_de_vise_champmesle-delie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais Royal en 1668.	[vide]	[vide]	1668
thomas_sauvage-petit_ramoneur	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 23 juin 1825.	[vide]	[vide]	1825-06-23
alexandre_dumas_pere-laird_de_dumbiky	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 30 décembre 1843.	[vide]	[vide]	1843-12-30
alexandre_dumas_pere-intrigue_et_amour	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Historique, le 11 juillet 1847.	[vide]	[vide]	1847-07-11
alexandre_dumas_pere-charles_vii_chez_ses_grands_vassaux	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le théâtre de l’Odéon, le 20 octobre 1831.	[vide]	[vide]	1831-10-20
adolphe_d_ennery_eugene_cormon_romain_chapelain-roman_comique	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre du Vaudeville, le 4 avril 1846. </span>	[vide]	[vide]	1846-04-04
camille_doucet-chasse_aux_fripons	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 27 février 1846.	[vide]	[vide]	1846-02-27
louis_de_boissy-critique	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 9 février 1732.	[vide]	[vide]	1732-02-09
jacques_francois_ancelot_alexis_decomberousse-consigne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 10 juin 1833.	[vide]	[vide]	1833-06-10
louis_emile_vanderburch-proces_ou_racine_conciliateur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Nouveau Théâtre de M. Comte, le 28 octobre 1822.	[vide]	[vide]	1822-10-28
jean_francois_regnard_charles_dufresny-augmentation_de_la_baguette	[vide]	[vide]	Représentée pour la première fois, à Pris, sur le Théâtre de l’Hôtel de Bourgogne, le 10 janvier 1693.	[vide]	[vide]	1693-01-10
virginie_ancelot-follette	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le théâtre du Vaudeville, le 8 octobre 1844.	[vide]	[vide]	1844-10-08
jean_francois_regnard-joueur	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain par la troupe de la Comédie Française, le 19 décembre 1696.	[vide]	[vide]	1696-12-19
eugene_scribe_antoine_francois_varner-mariage_de_raison	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 octobre 1826.	[vide]	[vide]	1826-10-10
pierre_claude_nivelle_de_la_chaussee-homme_de_fortune	[vide]	[vide]	Représentée pour la première fois, au Château de Bellevue, le 27 janvier 1751.	[vide]	[vide]	1751-01-27
guy_de_maupassant-paix_du_menage	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Comédie-Française, le lundi 6 mars 1893</span>	[vide]	[vide]	1893-03-06
henri_meilhac-heure_avant_l_ouverture	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre du Vaudeville, le 31 décembre 1860.	[vide]	[vide]	1860-12-31
marc_antoine_legrand-cartouche_ou_les_voleurs	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 11 octobre 1721.	[vide]	[vide]	1721-10-11
pierre_corneille-cinna_ou_la_clemence_d_auguste	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1639.	[vide]	[vide]	1639
destouches-scenes_anglaises	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jean_donneau_de_vise-amours_du_soleil	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Marais, en 1671	[vide]	[vide]	1671
eugene_labiche_auguste_lefranc_marc_michel-precieux	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 7 août 1855.	[vide]	[vide]	1855-08-07
victor_hugo-sur_la_lisiere_d_un_bois	Écrit H. H. le 16 juin 1886.	[vide]	Représentée pour la première fois en mai 1889.	1886-06-16	[vide]	1889-05
eugene_labiche_edouard_martin-petites_mains	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 28 novembre 1859.	[vide]	[vide]	1859-11-28
eugene_scribe_melesville-mal_du_pays_ou_la_bateliere_de_brienz	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 28 décembre 1827.	[vide]	[vide]	1827-12-28
georges_feydeau-bourgeon	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 1<sup>er</sup> mars 1906.	[vide]	[vide]	1906-03-01
joseph_de_lafont-naufrage_ou_la_pompe_funebre_de_crispin	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 14 juin 1710.	[vide]	[vide]	1710-06-14
pierre_corneille-conquete_de_la_toison_d_or	[vide]	[vide]	Représentée pour la première fois, au Château de Neufbourg en novembre 1660.	[vide]	[vide]	1660-11
alfred_capus-deux_ecoles	[vide]	[vide]	Représentée pour la première fois au Théâtre des Variétés, le 28 février 1902,  reprise sur le même théâtre, le 3 janvier 1908, reprise au Vaudeville, le 20 août 1910.	[vide]	[vide]	1908-01-03
destouches-ambitieux_et_l_indiscrete	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 14 juin 1737.	[vide]	[vide]	1737-06-14
montfleury-mari_sans_femme	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le théâtre de l’Hôtel de Bourgogne, en 1663.	[vide]	[vide]	1663
eugene_scribe-bertrand_et_raton_ou_l_art_de_conspirer	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 14 novembre 1833.	[vide]	[vide]	1833-11-14
alfred_capus_pierre_veber-en_garde	[vide]	[vide]	Représentée pour la première fois au Théâtre de la Renaissance, le 19 mars 1912.	[vide]	[vide]	1912-03-19
ferdinand_laloue_fabrice_labrousse-empire	[vide]	[vide]	Représentée pour la première fois à Paris, sur le Théâtre National du Cirque-Olympique, le 15 février 1845.	[vide]	[vide]	1845-02-15
dancourt-nouveau_prologue_et_nouveaux_divertissements_pour_la_comedie_de_l_inconnu	[vide]	[vide]	Représentée pour la première fois le 20 août 1703.	[vide]	[vide]	1703-08-20
victor_hugo-marion_delorme	[vide]	[vide]	Représenté pour la première fois, sur le Théâtre de la Porte Saint-Martin, le 11 août 1831, après avoir été censuré pendant deux ans.	[vide]	[vide]	1831-08-11
victor_hugo-burgraves	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 7 mars 1843.	[vide]	[vide]	1843-03-07
eugene_scribe_jean_henri_dupin_theophile_marion_dumersan-pension_bourgeoise	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 27 Mai 1823.	[vide]	[vide]	1823-05-27
louis_de_boissy-francais_a_londres	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 3 juillet 1727.	[vide]	[vide]	1727-07-03
delphine_de_girardin-joie_fait_peur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 25 février 1854.	[vide]	[vide]	1854-02-25
tristan_bernard-langrevin_pere_et_fils	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Nouveautés, le 15 mai 1930.	[vide]	[vide]	1930-05-15
michel_de_cubieres_palmezeaux-hippolyte	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Marais, le 27 février 1794.	[vide]	[vide]	1794-02-27
francois_tristan_l_hermite-amarillis	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1652.	[vide]	[vide]	1652
eugene_labiche_alfred_delacour-sensitive	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 10 mars 1860.	[vide]	[vide]	1860-03-10
