,biancollelli-arlequin-gentilhomme,biancollelli-foire-galante,Cost,Operation Type
541,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",,1.0,Insertion
542,"('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")","('#pierrot', ""Donnez-moi vite du secours, Colombine se pâme,bis Et pour la faire revenir, Du vinaigre à sentir, Donnons-lui du vinaigre. Ah ! par ma foi, tout est perdu, L'enflure la suffoque. Tâchons de lui trouver le pouls. Madame, êtes-vous morte, êtes-vous, Madame, êtes-vous morte ? Mais voyons sans plus différer, Si sa bouche respire. Vous n'êtes pas morte, je sens Quelque signe de vie, je sens Quelque signe de vie. Il la baise."")",0.67,Substitution
543,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")",,1.0,Insertion
544,"('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")","('#arlequin', 'Réveillez-vous, belle endormie, Voici votre cher Arlequin. Si vous renoncez à la vie, Je mourrai bientôt de chagrin.')",1.01,Substitution
545,"('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")","('#colombine', ""Vénus ne pourrez-vous jamais Forcer le Docteur à se rendre ? Hélas ! faites-lui donc entendre Qu'il faut que je cède à vos traits. Vénus, etc. Air : Mes yeux ne pourrez[-vous jamais], parodie"")",0.16,Substitution
546,"('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')",,1.0,Insertion
547,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')",,1.0,Insertion
548,"('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")",,1.0,Insertion
549,"('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")","('#venus', ""À ses voeux, ne soyez plus contraire. Pour son cher Arlequin, j'ai voulu l'enflammer. Je prétends que pour me satisfaire, On ne la prive pas du plaisir de l'aimer."")",0.07,Substitution
550,"('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")","('#le-choeur', ""Arlequin tout doit te satisfaire. Le Docteur ne saurait l'empêcher de t'aimer. Quand on est assez heureux pour plaire, L'amour de plus en plus devrait nous enflammer."")",0.61,Substitution
551,"('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')","('#le-docteur', 'Ma volonté cède à la votre. Vous triomphez de nos jaloux. Mon penchant parlait pour vous. Air : Réveillez-vous, [belle endormie] À Colombine.')",0.45,Substitution
552,"('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")",,1.0,Insertion
553,"('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")","('#le-choeur', 'Arlequin tout doit, etc.')",1.14,Substitution
554,"('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")",,1.0,Insertion
555,"('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")",,1.0,Insertion
556,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")",,1.0,Insertion
557,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')",,1.0,Insertion
558,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")","('#arlequin', ""Vous brillez seule en ces retraites, Vous effacez tous les appas. L'amour ne se plaît qu'où vous êtes, Et languit où vous n'êtes pas. Pour vous seule mon coeur soupire, Lan lare."")",0.84,Substitution
559,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")",,1.0,Insertion
560,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')",,1.0,Insertion
561,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")",,1.0,Insertion
562,"('#arlequin', ""Morbleu qu'il a d'esprit. "")",,1.0,Insertion
563,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')",,1.0,Insertion
564,"('#arlequin', 'Les cinquante louis, Monsieur. ')",,1.0,Insertion
565,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')",,1.0,Insertion
566,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",,1.0,Insertion
567,"('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")",,1.0,Insertion
568,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")","('#le-docteur', ""Que tout signale ici leur ardeur mutuelle ! Qu'on offre à leur égard la fête la plus belle. Les violons jouent la marches des Bostangis."")",0.54,Substitution
569,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")",,1.0,Insertion
570,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")",,1.0,Insertion
571,"('#arlequin', 'Puissent de leurs enfants ces Messieurs être pères. ')",,1.0,Insertion
572,"('#la-chanteuse', ""Tous les Bergers de nos hameaux  Sont tendres et fidèles,  Aux Bergères sous les ormeaux,  Ils jurent chaque jour des ardeurs éternelles,  Ils n'ont jamais de maîtresses nouvelles,  Et leurs feux sont toujours nouveaux.  Un jeune Berger l'autre jour,  Avec la voix accordait sa musette,  Il me vit et je sus l'enflammer à son tour,  Il ne chantait que l'amourette,  Et je lui fis chanter l'amour.  Qu'une femme soit nouvelle,  Et s'attache à plaire sans fard,  Qu'une maîtresse soit fidèle,  Cela peut-être par hasard.  Un Berger danse avec une Bergère. Deux Bergers et deux Bergères forment une danse."")","('#le-docteur', ""Aimez, aimez Colombine, vivir. Que votre humeur Arlequine unir Songe un peu moins à la cuisine, mi. Ne soyez pas si friand, bello Du fromage de Milan, durar Que la crainte du cocuage Ne trouble pas votre ménage. Quand tout vient abondamment, On doit dire hautement : Favor celesta, D'aver corne in testa. Sois tranquille Dans la ville, On trouve peu de maris difficiles. D'un époux Trop jaloux, Les soins sont vains, et la garde inutile. Un époux Trop jaloux Lui-même rend son épouse fragile. Trop d'esprit Toujours nuit, En pareil cas il vaut mieux être Gille. Air : Vivir, parodie."")",0.46,Substitution
573,"('#octave', ""Qu'un petit maître qui soupire,  Et tient une belle à l'écart,  Obtienne tout ce qu'il désire,  Cela peut-être par hasard. "")",,1.0,Insertion
574,"('#pierrot', ""Qu'une femme dans son ménage  Fasse quelque petit bâtard,  Après deux ans de mariage,  Cela peut-être par hasard. "")",,1.0,Insertion
575,"('#mezzetin', ""Qu'un homme qui sait bien écrire  Devienne opulent tôt ou tard,  Et que de la crasse il se tire,  Cela peut être par hasard. "")",,1.0,Insertion
576,"('#scaramouche', ""Qu'une fille de bonne mise  Que pourchasse un jeune égrillard,  Fasse avec lui quelque sottise  Cela peut-être par hasard "")","('#arlequin', 'Sans contrainte, Plus de crainte Suivez-moi tous, je vous paierai pinte.')",1.47,Substitution
577,"('#arlequin', ""Qu'une nouvelle Comédie  Faite suivant les règles de l'art,  De tous ne soit pas applaudie,  Cela peut-être par hasard. "")",,1.0,Insertion
