,corneillet-inconnu,dancourt-inconnu,Cost,Operation Type
97,"('#la-comtesse', ""De quoi vous étonner ?  Pour prétendre à mon coeur, me le font-ils donner ?  Croyez-moi, pour n'avoir nul reproche à se faire,  Il faut de sa conduite éloigner le mystère,  S'acquérir des Amis sans trop les rechercher,  Se divertir de tout, et ne point s'attacher.  C'est ainsi que j'en use, et je m'en trouve heureuse.  Point d'affaire de coeur qui me tienne rêveuse.  Tous ceux qu'un peu d'estime engage à m'en conter,  Me trouvent sans façon prête à les écouter.  Je vois avec plaisir leur différent génie ;  Et j'appelle cela recevoir compagnie. "")","('#thalie', 'Je voudrais un sujet Comique,  Bien manié, bien entendu,  Et plus galant que magnifique. ')",0.98,Substitution
98,"('#olimpe', ""Mais en vous en contant, ils vous parlent d'aimer ? "")",,1.0,Insertion
99,"('#la-comtesse', ""Je n'y vois pas contre eux de quoi se gendarmer.  Est-il quelque entretien, hors de là, qui n'ennuie,  Et nous parleront-ils de beau temps, ou de pluie ?  Notre sexe partout fait des Adorateurs,  Et fut-ce la plus laide, on lui dit des douceurs.  Pour moi, qu'aucun aveu sur l'amour n'effarouche,  À personne jamais je ne ferme la bouche,  Et grossissant ma cour d'Esclaves différents,  J'écoute les soupirs, et ris des Soupirants.  Ce n'est pas, après tout, leur faire grande injure,  Ils ont beau de leurs maux nous tracer la peinture.  Tous ces empressements de belle passion  Souvent sont moins amour que conversation,  Et le plus languissant, quoi qu'il dise et proteste  A, tout prêt d'expirer, de la santé de reste.  Si sur nous quelquefois le murmure s'étend,  C'est pour ce que l'on fait, non pour ce qu'on entend ;  Et ces miroirs d'honneur, ces Prudes consommées,  Qui du seul nom d'amour se montre gendarmées,  Succomberaient bientôt à la tentation,  Puisqu'un mot sur leurs coeurs fait tant d'impression.  Jamais à prendre feu je n'ai l'âme si prompte.  Les déclarations ne sont pour moi qu'un conte,  Et quoi que mes Amants par là se soient promis,  Je ne vois, ne regarde en eux que mes Amis.  Je prends sur leur esprit un empire commode ;  Et s'ils m'aiment, il faut qu'ils vivent à ma mode.  L'un veille à mes Procès, l'autre à mes bâtiments. "")","('#crispin', 'Par de certains Auteurs il sera mal rendu,  Si vous ne les aidez de votre Rhétorique. ')",0.81,Substitution
100,"('#olimpe', ""Et comment accorder ce grand nombre d'amants ? "")",,1.0,Insertion
101,"('#la-comtesse', ""Si c'est être coquette, au moins quoi qu'on en croie,  C'est l'être de bon sens, et vivre pour la joie.  Chacun cherche à me plaire, et ne promettant rien,  Je fais amas de coeurs sans engager le mien.  Comme à fuir le chagrin tous mes soins aboutissent,  Il n'est pas jusqu'aux Sots qui ne me divertissent,  Et dont le ridicule à pousser des soupirs  Ne me soit quelquefois un sujet de plaisirs.  Quoique Veuve, je suis peut-être encor d'un âge  À suivre l'humeur gaie où mon penchant m'engage.  J'en veux jouir ; jamais je n'aurai meilleur temps.  J'ai du bien, des Maisons à Paris comme aux champs ;  Ma personne a de quoi ne pas déplaire, on m'aime,  Et tant que je voudrai me garder à moi-même,  Ne point prendre de Maître en prenant un Époux,  Mon sort égalera le destin le plus doux. "")","('#thalie', ""Je me souviens autrefois d'avoir vu  Réussir certain INCONNU :  Il ne serait pas mal je pense,  Après l'avoir si longtemps négligé,  D'essayer sans trop de dépense  Si le goût du Public ne serait point changé. "")",0.14,Substitution
102,"('#olimpe', ""C'est ce qu'encor longtemps vous aurez peine à faire.  Le Marquis n'est point fait d'un air à ne pas plaire,  Et vous estimez tant ce qu'il vous rend de soins,  Qu'il n'y va pour l'aimer, que du plus, ou du moins.  L'Inconnu peut d'ailleurs avoir touché votre âme ;  Et si par ce qu'il fait on juge de sa flamme,  Il est bien malaisé qu'un si parfait Amant  N'ait mérité de vous un peu d'engagement.  Son coeur impatient de vous voir attendrie  Joint la magnificence à la galanterie,  Et les porte si loin, qu'on y voit chaque jour  Briller également et l'esprit et l'amour. "")","('#mademoiselle-desmarres', ""Oui, l'Inconnu, la Pièce est toute préparée,  Et je crois que déjà les Rôles en sont sus. "")",1.2,Substitution
103,,"('#crispin', 'Mais la Musique est égarée,  Les Airs et les Chansons ne se retrouvent plus. ')",1.0,Deletion
104,"('#la-comtesse', ""Il faut vous l'avouer, l'Inconnu m'embarrasse.  Ce qu'il ordonne est fait avecque tant de grâce,  Que je m'en sens touchée, et craindrais de l'aimer,  Si je le voyais tel qu'on peut le présumer.  J'admire chaque jour les détours qu'il emploie  Pour me faire agréer les Bouquets qu'il m'envoie.  Jamais si galamment rien ne fur concerté,  C'est toujours de l'adresse et de la nouveauté.  Cependant j'ai beau faire afin de le connaître.  Tous ses Gens sont muets sur le nom de leur Maître ;  Et même comme ils sont Étrangers la plupart,  Son secret avec eux ne court point de hasard.  C'est en vain qu'on les suit, on n'en peut rien apprendre.  Ce sont Acteurs instruits qui savent où se rendre,  Et qui se séparant quand ils sortent d'ici,  Par leur prompte retraite augmentent mon souci.  Qui peut les employer ? "")","('#mimy', ""Un de nos Musiciens en a fait de nouvelles,  Qui ne sont pas sans agrément ;  De ces sortes de bagatelles  Il s'acquitte assez galamment. "")",0.51,Substitution
105,"('#olimpe', ""J'en vois tant qui font gloire  De soupirer pour vous, que je ne sais qu'en croire.  Quel qu'il soit, c'est de vous un Amant bien épris. "")","('#thalie', 'Je vous seconderai de toute ma puissance. ')",1.03,Substitution
106,"('#la-comtesse', ""Mes soupçons sont d'abord tombés sur le Marquis.  Il m'aime, il est galant ; mais ses Gens qu'on épie,  Demeurent en repos dans son Hôtellerie,  Et n'y passeraient pas tout le jour sans emploi,  Si leur Maître faisait tant de Fêtes pour moi.  D'ailleurs, qu'a-t-il besoin d'user de cette adresse ?  Je souffre que son coeur m'explique sa tendresse,  Et depuis mon Veuvage à me plaire attaché,  Quand il m'a divertie, il ne s'est point caché. "")","('#mademoiselle-desmarres', 'Le conseil de la Muse assure le succès. ')",1.56,Substitution
107,"('#olimpe', ""Soupçonner le Marquis ! Non, non, quoi qu'il pût faire,  Son amour si longtemps aurait peine à se taire,  Et voyant votre peine, un sourire indiscret  De ses soins applaudis trahirais le secret.  Il vous parle à toute heure. "")","('#crispin', ""Elle ne nous a pas conseillé la dépense,  De crainte d'accident ne faisons pas grands frais.  Ne prendra-t-on que le prix ordinaire,  Ou le double, comme à Psyché ? "")",1.22,Substitution
108,"('#la-comtesse', ""Et si notre Vicomte  S'était avisé... "")",,1.0,Insertion
109,"('#olimpe', 'Lui ? ')","('#thalie', 'Non, le simple. ')",0.89,Substitution
110,"('#la-comtesse', ""Que j'en aurais de honte.  C'est un fatigant homme. "")",,1.0,Insertion
111,"('#olimpe', ""Il va jusqu'à l'excès. "")",,1.0,Insertion
112,"('#la-comtesse', ""Il doit venir m'instruire ici de mon Procès. "")",,1.0,Insertion
113,"('#olimpe', 'Vous pouvez seul à seul lui donner audience,  Car pour moi je déserte, et suis sans complaisance. ')",,1.0,Insertion
114,"('#la-comtesse', 'Et ne pouvez-vous pas en rire comme moi ? ')",,1.0,Insertion
115,"('#olimpe', ""Non, ces sortes d'Amants... Mais qu'est-ce que je vois ?  Madame... "")","('#crispin', ""Messieurs, la Muse aime à vous plaire !  En sa faveur on vous fait bon marché.  En sa faveur aussi… Voici ce qu'il faut faire.  Agréez nos efforts, louez, applaudissez,  Venez en foule, et souvent, c'est assez. "")",1.04,Substitution
116,"('#l-amour', ""Vous voyez l'Amour et la Jeunesse,  Qui viennent admirer la charmante Comtesse,  Et lui dire à l'envi qu'être de ses plaisirs,  Fait l'unique bonheur qui flatte leurs désirs. "")","('#l-amour', ""Vous voyez l'Amour et la Jeunesse  Qui viennent admirer la charmante Comtesse,  Et lui dire à l'envi, qu'être de ses plaisirs  Fait l'unique bonheur qui flatte leurs désirs. "")",0.0,Match
117,"('#la-comtesse', 'Et qui les a conduits ? ')","('#la-comtesse', 'Et qui les a conduits ? ')",0.0,Match
118,"('#virgine', 'Ce More qui jargonne  Certains mots qui ne sont entendus de personne.  Ils sont tous deux entrés, demandant à vous voir. ')","('#virgine', 'Cet homme qui jargonne  Certains mots, qui ne sont entendus de personne ;  Et sont tous deux entrés, demandant à vous voir. ')",0.0,Match
119,"('#olimpe', ""C'est encor l'Inconnu. "")","('#olimpe', ""C'est encor l'Inconnu. "")",0.0,Match
120,"('#la-comtesse', 'Nous allons le savoir. ')","('#la-comtesse', 'Nous allons le savoir. ')",0.0,Match
121,"('#l-amour', ""Nous n'avions pas besoin que l'on nous vînt conduire,  Et d'eux-mêmes jusqu'à ce jour  Jamais dans aucun lieu la Jeunesse et l'Amour  N'ont eu de peine à s'introduire. "")","('#l-amour', ""Nous n'avions pas besoin que l'on nous vînt conduire ;  Et d'eux-mêmes jusqu'à ce jour,  Jamais dans aucun lieu la Jeunesse et l'Amour  N'ont eu de peine à s'introduire. "")",0.0,Match
122,"('#olimpe', ""L'aimable couple ! "")","('#olimpe', ""L'aimable couple ! "")",0.0,Match
123,"('#la-comtesse', ""Il n'est rien de si beau. "")","('#la-comtesse', ""Il n'est rien de si beau. "")",0.0,Match
124,"('#olimpe', 'De leur petite mascarade  Le dessein est assez nouveau. ')","('#olimpe', 'De leur petite mascarade,  Le dessein est assez nouveau. ')",0.0,Match
125,"('#la-comtesse', ""Il faut les écouter, car je me persuade  Qu'ils nous vont de l'Amour faire un joli tableau."")","('#la-comtesse', ""Il faut les écouter ; car je me persuade  Qu'ils nous vont de l'Amour faire un joli tableau. "")",0.0,Match
126,"('#la-jeunesse', ""Quoique vous nous voyiez ensemble,  C'est assez rarement que nous sommes d'accord. "")","('#la-jeunesse', ""Quoique vous nous voyiez ensemble,  C'est assez rarement que nous sommes d'accord. "")",0.0,Match
127,"('#l-amour', 'Comme tout me cède, il me semble  Que me céder aussi ne vous ferait pas tort. ')","('#l-amour', 'Comme tout me cède, il me semble  Que me céder aussi ne vous ferait pas tort. ')",0.0,Match
128,"('#la-jeunesse', ""Moi, vous céder ! Et pourquoi, je vous prie ?  Si vous avez des charmes assez doux,  Qui plaisent en coquetterie,  Je me fais aimer plus que vous.  Jamais je ne quitte personne,  Qu'on ne s'en fasse un dur tourment.  Hélas ! Dit-on, faut-il si promptement  Que la Jeunesse m'abandonne ?  Mais quand le noir chagrin de vos transports jaloux  Force deux Coeurs à la rupture,  On y trouve un repos si doux  Qu'on vous laisse aller sans murmure ;  Et je ne sache que les Fous,  Qui mal guéris de leur blessure,  Veuillent renouer avec vous. "")","('#la-jeunesse', ""Moi vous céder ! Et pourquoi, je vous prie ?  Si vous avez des charmes assez doux  Qui plaisent en coquetterie,  Je me fais aimer plus que vous.  Jamais je ne quitte personne,  Qu'on ne s'en fasse un dur tourment.  Hélas, dit-on, faut-il si promptement  Que la Jeunesse m'abandonne ?  Mais quand le noir chagrin de vos transports jaloux,  Force deux coeurs à la rupture,  On y trouve un repos si doux,  Qu'on vous laisse aller sans murmure ;  Et je ne sache que les fous,  Qui, mal guéris de leur blessure,  Veuillent renouer avec vous. "")",0.0,Match
129,"('#l-amour', 'Et quand on ne rompt point est-il douceurs pareilles ? ')","('#l-amour', 'Et quand on ne rompt point, est-il douceurs pareilles. ')",0.0,Match
130,"('#la-jeunesse', ""C'est un miracle dont le bruit  Vient rarement à mes oreilles ;  Mais regardons le dégoût qui le suit.  Ce n'est pas comme la Jeunesse  Qui se trouve aimable en tout temps.  Vous n'avez point d'agrément qui ne cesse,  Pour peu que vous alliez au-delà du Printemps.  Quand l'âge vient, la belle chose  Que les soupirs de deux Amants Barbons !  À quoi peuvent-ils être bons  Qu'à plaindre leur métamorphose ?  Ce n'est plus en douceurs qu'ils passent tout le jour.  L'un dort tandis que l'autre gronde,  Et jamais on ne vit au monde  Rien de si sot qu'un vieil amour. "")","('#la-jeunesse', ""C'est un miracle dont le bruit  Vient rarement à mes oreilles :  Mais regardons le dégoût qui le suit  Ce n'est pas comme la Jeunesse,  Qui se trouve aimable en tous temps.  Vous n'avez point d'agrément qui ne cesse,  Pour peu que vous alliez au-delà du Printemps.  Quand l'âge vient, la belle chose  Que les soupirs de deux amants barbons !  À quoi peuvent-ils être bons,  Qu'à plaindre leur métamorphose ?  Ce n'est plus en douceurs qu'ils passent tout le jour.  L'un dort tandis que l'autre gronde ;  Et jamais on ne vit au monde,  Rien de si sot qu'un vieil amour. "")",0.0,Match
131,"('#l-amour', 'De vos jeunes attraits vous faîtes bien la fière. ')","('#l-amour', 'De vos jeunes attraits vous faites bien la fière. ')",0.0,Match
132,"('#la-jeunesse', ""On la ferait à moins ; partout je saute aux yeux.  On me nomme partout des Beautés la première,  Et c'est en quoi sur vous je l'emporte encor mieux.  Car enfin pour me vaincre, employez ruse, adresse,  Cherchez, artifice, détours :  Il n'est point de laide Jeunesse,  Mais il est de vilains Amours. "")","('#la-jeunesse', ""On la ferait à moins. Partout je saute aux yeux,  On me nomme partout des beautés la première,  Et c'est en quoi sur vous je l'emporte encore mieux ;  Car enfin pour me vaincre employez ruse, adresse,  Cherchez artifice, détours,  Il n'est point de laide Jeunesse :  Mais il est de vilains Amours. "")",0.0,Match
133,"('#l-amour', 'Vous croyez que je me chagrine,  De vous voir ravaler mes droits ? ')","('#l-amour', 'Vous croyez que je me chagrine  De vous voir ravaler mes droits. ')",0.0,Match
134,"('#la-jeunesse', ""Il n'est pas défendu de faire bonne mine,  Quoiqu'on enrage quelquefois.  Pour moi, je n'aime que la joie,  Et malgré nos débats qui durent trop longtemps,  Il faut qu'à danser je m'emploie. "")","('#la-jeunesse', ""Il n'est pas défendu de faire bonne mine,  Quoiqu'on enrage quelquefois. "")",0.0,Match
135,"('#l-amour', ""Danser ! Ignorez-vous qu'on a..."")",,1.0,Insertion
136,"('#la-jeunesse', ""Je vous entends,  Mais je puis tout comme Déesse.  En vain on croirait m'arrêter.  D'ailleurs, rien ne saurait contraindre la Jeunesse  Et qui voudrait l'empêcher de sauter,  La ferait mourir de tristesse. "")","('#l-amour', ""Vous n'êtes qu'un enfant, c'est ce qui vous rend vaine ;  Mais je me vengerai dans peu sur votre coeur. "")",0.77,Substitution
137,"('#l-amour', ""Songez-y bien, j'appréhende pour vous. "")","('#la-jeunesse', 'Vos traits ne me font point de peur.  Mais finissons un discours qui vous gêne.  Fin du Dialogue.')",1.34,Substitution
138,"('#la-jeunesse', 'Chacun doit soutenir son Rôle. ')",,1.0,Insertion
139,"('#l-amour', ""Il est vrai, la Jeunesse est toujours un peu folle,  Et l'on ne prend pas garde aux Fous.  Olimpe après que la Jeunesse a dansé un Menuet.  La cadence à trouver ne lui fait point de peine. "")","('#l-amour', ""Approchez, notre conducteur,  C'est à vous d'entrer sur la Scène.  Air Italien, chanté par un Indien qui a conduit l'Amour et la Jeunesse."")",0.81,Substitution
140,"('#la-comtesse', ""Elle est née à la Danse, et peut s'en faire honneur.  L'Amour au More qui l'a amené.  Tandis qu'elle reprend haleine,  Approchez, notre Conducteur,  C'est à vous d'entrer sur la Scène.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  Quel sol di giovintù ch'in voi risplende,  Quei raggi ridenti onde ogn'un s'accende,  V'insegnano, non gia rigore.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  Con sguardi lusinghieri, strali di fuoco  Begli occhi, nel petto colto m'havete.  S'aiuto certese non mi porgete,  Ahira, ch'io vo morendo à poco à poco.  Su, su, dunque, che fate,  Pupille adorate ?  Con sguardo amoroso,  Non piu disdegnoso,  La plaga sanate  D'un' alma ferita.  Ahi che troppo tardata.  E che non mirate  Che gie nel mio seno  Lo spirto vien meno,  E sta su l'usteta.  Occhi neri, il cui splendore  Hora uccide, hora dà vita ;  Al mio cuore  Che si muore  Deh, pietosi date vita.  CHANSON ITALIENNE DU MORE. "")","('#un-indien', ""Dalle sponde del mar  D'ove l'Aurora,  Nasce ad indorar  Odorosi Campi di Flora.  Vengo per mirar  La beltà che'l mondo adora.  Ad un ciglio  Fiammegiante  Ad un occhio  Fulminante  Nò, nò, nò,  Nò resister non si puo.  Venite amori,  In tutti i cuori  Spirate ardori. "")",0.0,Match
141,"('#olimpe', 'En toute Langue on vous dit des douceurs. ')","('#olimpe', 'En toute langue on vous dit des douceurs. ')",0.0,Match
142,"('#la-comtesse', ""Ignorant qui me les adresse,  Ce sont d'assez vaines ardeurs ;  Mais laissons parler la Jeunesse. "")","('#la-comtesse', ""Ignorant qui me les adresse,  Ce sont d'assez vaines ardeurs.  Mais tâchons d'accorder l'Amour et la Jeunesse. "")",0.0,Match
143,,"('#la-jeunesse', ""Aucun de nous n'est d'humeur à céder. "")",1.0,Deletion
144,"('#la-jeunesse', 'Et bien, de moi que dites-vous, Amour ? ')",,1.0,Insertion
145,"('#l-amour', ""À danser, à sauter employez tout le jour,  Cela n'a rien qui m'intéresse ;  Mais puisque aucun de nous n'est d'humeur à céder  Il faut du moins nous accorder,  Pour louer dignement cette belle Comtesse. "")","('#l-amour', 'Il faut du moins nous accorder,  Pour louer dignement cette belle Comtesse. ')",0.0,Match
146,"('#la-jeunesse', ""La louer ? Ce n'est point mon fait.  Je ne pourrais assez élever son mérite,  Et j'aime mieux en être quitte  Pour ma guirlande et ce Bouquet.  Prenez ; d'une Déesse il n'est rien qu'on refuse. "")","('#la-jeunesse', ""La louer, ce n'est point mon fait,  Je ne pourrais assez élever son mérite,  Et j'aime mieux en être quitte  Pour ma guirlande et ce bouquet.  Prenez, d'une Déesse il n'est rien qu'on refuse. "")",0.0,Match
147,"('#l-amour', ""Pour moi, qui cherche à voir tous les Coeurs sous ses lois,  Je sais comme il faut que j'en use,  Et veux mettre à ses pieds mon arc et mon carquois. "")","('#l-amour', ""Pour moi qui cherche à voir tous les coeurs sous mes lois,  Je sais comme il faut que j'en use,  Et veut mettre à ses pieds mon arc et mon carquois. "")",0.0,Match
148,"('#olimpe', ""Qu'il est bien fait ! Mais Dieux ! À l'aimable Comtesse.  Madame, c'est à vous que ce billet s'adresse.  À l'aimable Comtesse. "")","('#olimpe', ""Qu'il est bien fait ! Mais Dieux ! À l'aimable Comtesse. Madame, c'est à vous que ce billet s'adresse. "")",0.0,Match
149,"('#la-comtesse', 'Lisons. ')","('#la-comtesse', 'Lisons. ')",0.0,Match
150,"('#olimpe', ""De l'Inconnu j'admire le talent,  Tout ce qu'il fait enchante. "")","('#olimpe', ""De l'Inconnu j'admire le talent.  Tout ce qu'il fait enchante. "")",0.0,Match
