cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Score
"('#pirlon', ""Ah ! Tant pis ! Ses talents qu'on renomme Et qu'admire sans cesse un monde peu chrétien, Ont pu scandaliser pourtant les gens de bien : Molière a, je l'avoue, un talent agréable, Mais de combien d'erreurs il s'est rendu coupable !"")","('#pirlon', ""Ah ! Tant pis ! Ses talents qu'on renomme, Et qu'admire sans cesse un monde peu chrétien,  Ont pu scandaliser, pourtant, les gens de bien :  Molière a, je l'avoue, un talent agréable,  Mais de combien d'erreurs il s'est rendu coupable ! "")",0.9924077987670898
"('#montausier', 'Quel est cet insensé qui raisonne si mal ?')","('#montausier', 'Quel est cet insensé, qui raisonne si mal !')",0.9291671514511108
"('#baron', ""C'est Tartuffe."")","('#baron', ""C'est Tartuffe. "")",1.0000001192092896
"('#montausier', 'Tartuffe !')","('#montausier', 'Tartuffe !')",0.9999997615814209
"('#baron', 'En propre original.')","('#baron', 'En propre original. ')",1.0000001192092896
"('#montausier', ""Laissez-moi lui parler : laissez-moi le confondre. On devrait vous punir, au lieu de vous répondre. Est ce ainsi que l'on vient insulter un mourant ? Votre discours m'indigne autant qu'il me surprend. À Pirlon."")","('#montausier', ""Laissez-moi lui parler : laissez-moi le confondre.  On devrait vous punir, au lieu de vous répondre.  Est ce ainsi que l'on vient insulter un mourant ?  Votre discours m'indigne, autant qu'il me surprend.  À Pirlon."")",0.9987019300460815
"('#pirlon', 'On reconnaît, Monsieur, que vous êtes du monde, Que sur ses vains plaisirs votre plaisir se fonde Et que la Comédie a pour vous mille appas.')","('#pirlon', 'On reconnaît, monsieur, que vous êtes du monde,  Que sur ses vains plaisirs votre plaisir se fonde ; Et que la comédie a pour vous mille appas. ')",0.9635180830955505
"('#montausier', ""Oui, j'aime le théâtre, et ne m'en cache pas. J'ai toujours honoré la noble poésie, Et l'on sait que je hais surtout l'hypocrisie. Mon nom est Montausier."")","('#montausier', ""Oui, j'aime le théâtre, et ne m'en cache pas.  J'ai toujours honoré la noble poésie ; Et l'on sait que je hais surtout l'hypocrisie.  Mon nom est Montausier. "")",0.9977265000343323
"('#pirlon', ""Monsieur_le_Duc, eh quoi Un homme tel que vous, en faveur près du Roi, Vient chez un comédien dont l'indiscrète audace Mériterait..."")","('#pirlon', ""Monsieur_le_Duc, eh quoi ! Un homme tel que vous, en faveur près du roi,  Vient chez un comédien, dont l'indiscrète audace  Mériterait..."")",0.9891781806945801
"('#montausier', ""Tout doux : expliquons-nous, de grâce, Sans mettre en nos discours de partialité Je chéris les beaux arts moins que la vérité. En quoi donc, s'il vous plaît, Molière est-il coupable ? Et quel crime a commis ce génie admirable ? Serait-ce en vous jouant qu'il a blessé l'honneur. Et lui reprochez-vous son sublime imposteur ? Mais dans le Misanthrope il ma joué moi-même ; On me l'assure au moins, et cependant je l'aime, Autant que je l'estime, et loin de l'accabler, J'ai dit qu'à son héros je voudrais ressembler. Oui, Monsieur, ses talents ont sur moi tant d'empire, Que de moi-même enfin je lui permets de rire, Et s'il peut des humains corriger les travers, Je défendrai toujours et sa prose et ses vers."")","('#montausier', ""Tout doux : expliquons-nous, de grâce,  Sans mettre en nos discours de partialité ; Je chéris les beaux arts moins que la vérité.  En quoi donc, s'il vous plaît, Molière est-il coupable ?  Et quel crime a commis ce génie admirable ?  Serait-ce en vous jouant, qu'il a blessé l'honneur.  Et lui reprochez-vous son sublime Imposteur ? Mais dans le Misanthrope il m'a joué moi-même ;  On me l'assure, au moins, et cependant je l'aime,  Autant que je l'estime, et loin de l'accabler,  J'ai dit qu'à son héros je voudrais ressembler.  Oui, monsieur, ses talents ont sur moi tant d'empire,  Que de moi-même, enfin, je lui permets de rire,  Et s'il peut des humains corriger les travers,  Je défendrai toujours et sa prose et ses vers. "")",0.9892873764038086
"('#pirlon', ""Je suis pour mon prochain tout rempli d'indulgence, Et je crois cependant qu'il n'est personne en France, Qui plus que cet auteur ait offensé le Ciel. Dans mes discours, Monsieur, je ne mets point de fiel."")","('#pirlon', ""Je suis pour mon prochain tout rempli d'indulgence,  Et je crois cependant qu'il n'est personne en France,  Qui plus que cet auteur ait offensé le ciel.  Dans mes discours, monsieur, je ne mets point de fiel. "")",0.9943749904632568
"('#montausier', 'Je le vois.')","('#montausier', 'Je le vois. ')",1.0
"('#pirlon', 'Mais je dois dénoncer un coupable On fait aimer le vice en le rendant aimable, Et Molière partout le couronne de fleurs.')","('#pirlon', 'Mais je dois dénoncer un coupable.  On fait aimer le vice, en le rendant aimable ; Et Molière, partout, le couronne de fleurs. ')",0.955201268196106
"('#montausier', ""J'ai cru qu'il le peignait des plus noires couleurs ; Et de vous le prouver il me serait facile."")","('#montausier', ""J'ai cru qu'il le peignait des plus noires couleurs ;  Et de vous le prouver il me serait facile. "")",1.0000001192092896
"('#pirlon', 'Quoi ! Vous approuveriez les grâces de son style ?')","('#pirlon', 'Quoi ! Vous approuveriez les grâces de son style ? ')",1.0000004768371582
"('#montausier', ""Et pourquoi non, Monsieur ? Est-ce un crime à vos yeux Que d'écrire en vers doux, aisés, harmonieux ?"")","('#montausier', ""Et pourquoi non, monsieur ? Est-ce un crime à vos yeux  Que d'écrire en vers doux, aisés, harmonieux ? "")",0.995793879032135
"('#pirlon', ""Je ne dis pas cela ; mais ce qu'en lui je blâme, C'est de les employer à décrire la flamme D'un amour tout mondain, et que, dans son courroux, Punit le juste Ciel de notre encens jaloux."")","('#pirlon', ""Je ne dis pas cela ; mais ce qu'en lui je blâme,  C'est de les employer à décrire la flamme  D'un amour tout mondain, et que, dans son courroux,  Punit le juste ciel, de notre encens jaloux. "")",0.9966115951538086
"('#montausier', ""Que vous connaissez mal la divine clémence, Si vous imaginez qu'un tendre amour l'offense ! Nommez, nommez, plutôt la fausse piété, Et l'infâme avarice et l'orgueil indompté, Et l'altier misanthrope et ses humeurs bizarres, Et la présomption de ces tuteurs barbares, Qui pensant que, pour eux, Dieu créa la beauté, La tiennent dans les fers, et dont l'autorité, S'élevant quelquefois jusques à la licence, Pour la première fois fait rougir l'innocence. Voilà, Monsieur, voilà les vices, les erreurs Qui peuvent provoquer les célestes rigueurs ; Voilà ceux que poursuit, que terrasse Molière ! Ces monstres, parmi nous, levaient leur tête altière Au glaive de Thémis tout fiers d'être échappés D'un joyeux anathème il les a tous frappés : Ils ont senti les traits de sa verve féconde, Et, comme un autre Alcide, il a purgé le monde."")","('#montausier', ""Que vous connaissez mal la divine clémence,  Si vous imaginez qu'un tendre amour l'offense !  Nommez, nommez, plutôt, la fausse piété,  Et l'infâme avarice et l'orgueil indompté,  Et l'altier misanthrope et ses humeurs bizarres,  Et la présomption de ces tuteurs barbares,  Qui pensant que pour eux Dieu créa la beauté,  La tiennent dans les fers, et dont l'autorité,  S'élevant quelquefois jusques à la licence,  Pour la première fois fait rougir l'innocence.  Voilà, monsieur, voilà les vices, les erreurs  Qui peuvent provoquer les célestes rigueurs ;  Voilà ceux que poursuit, que terrasse Molière !  Ces monstres, parmi nous, levaient leur tête altière, Au glaive de Thémis, tout fiers d'être échappés  D'un joyeux anathème il les a tous frappés :  Ils ont senti les traits de sa verve féconde,  Et, comme un autre Alcide, il a purgé le monde. "")",0.9971886873245239
"('#pirlon', ""J'ai peine à concevoir ce prodige inouï Et d'un éclat trompeur je vous crois ébloui. Molière, à vous entendre, en attaquant les vies, à tout le genre humain a rendu des services. Je doute cependant qu'il ait un but moral."")","('#pirlon', ""J'ai peine à concevoir ce prodige inouï, Et d'un éclat trompeur je vous crois ébloui.  Molière, à vous entendre, en attaquant les vies,  À tout le genre humain a rendu des services.  Je doute, cependant qu'il ait un but moral. "")",0.9843161106109619
"('#montausier', ""Il n'a point, j'en conviens, cet orgueil doctoral, Qui distingue souvent les charlatans en titre : Entre le Ciel et l'homme il craindrait d'être arbitre. Il ne vient point armé d'un zèle doucereux, Saintement abréger les jours d'un malheureux, Lui faire le procès à son heure dernière, Et du Ciel pour jamais lui fermer la carrière ; Mais quiconque le lit avec attention, Pourrait-il ne pas voir que son intention Est celle d'un mortel d'une probité rare ? C'est en le punissant qu'il corrige l'avare : Il fait plus dans Tartuffe : il montre avec clarté Jusqu'où mène l'excès de la crédulité ; Et qui n'admire point dans les Femmes Savantes De l'abus de l'esprit ces peintures vivantes, Et ces traits avec art sur le sexe lancés, Qui lui disent tout haut : renoncez, renoncez À l'érudition dont le vain étalage Vous rend plus orgueilleux, sans vous rendre plus sage ? Ainsi parle Molière. On voit sous ses pinceaux Pêle-mêle tomber les méchants et les sots. Le vice, à son aspect, d'épouvante recule."")","('#montausier', ""Il n'a point, j'en conviens, cet orgueil doctoral Qui distingue souvent les charlatans en titre :  Entre le ciel et l'homme il craindrait d'être arbitre.  Il ne vient point armé d'un zèle doucereux,  Saintement abréger les jours d'un malheureux ;  Lui faire le procès à son heure dernière,  Et du ciel, pour jamais, lui fermer la carrière ;  Mais quiconque le lit avec attention,  Pourrait-il ne pas voir que son intention  Est celle d'un mortel d'une probité rare ?  C'est en le punissant, qu'il corrige l'avare :  Il fait plus dans Tartuffe : il montre avec clarté  Jusqu'où mène l'excès de la crédulité. Et qui n'admire point dans les Femmes Savantes  De l'abus de l'esprit ces peintures vivantes,  Et ces traits avec art sur le sexe lancés,  Qui lui disent tout haut : Renoncez, renoncez  A l'érudition, dont le vain étalage  Vous rend plus orgueilleux, sans vous rendre plus sage ?  Ainsi parle Molière. On voit sous ses pinceaux  Pêle-mêle tomber les méchants et les sots.  Le vice, à son aspect, d'épouvante recule. "")",0.9912427067756653
"('#pirlon', 'Oui ; mais il a rendu la vertu ridicule, Et dans le Misantrope on est fâché de voir Alceste bafoué. Fidèle à son devoir Alceste le remplit avec exactitude.')","('#pirlon', 'Oui ; mais il a rendu la vertu ridicule.  Et dans le Misanthrope on est fâché de voir  Alceste bafoué. Fidèle à son devoir,  Alceste le remplit avec exactitude. ')",0.9543539881706238
"('#montausier', ""Et ne voyez-vous pas qu'une vertu trop rude ; Fatigante, à la longue, importune les yeux ; Qu'il faut haïr le vice et non les vicieux, Et que Molière enfin, dans cette ouvre admirable Veut qu'on soit vertueux, sans cesser d'être aimable, Que l'on soit indulgent, et que l'aménité Est le premier lien de la société ? Mais j'entends quelque bruit : sans doute on va m'apprendre..."")","('#montausier', ""Et ne voyez-vous pas qu'une vertu trop rude,  Fatigante, à la longue, importune les yeux ;  Qu'il faut haïr le vice, et non les vicieux ; Et que Molière, enfin, dans cette ouvre admirable,  Veut qu'on soit vertueux sans cesser d'être aimable,  Que l'on soit indulgent, et que l'aménité  Est le premier lien de la société ?  Mais j'entends quelque bruit : sans doute on va m'apprendre... "")",0.9934569597244263
"('#baron', ""Ciel! Isabelle en pleurs ! À quoi dois-je m'attendre !"")","('#baron', ""Ciel ! Isabelle en pleurs ! à quoi dois-je m'attendre ? "")",0.9529748558998108
"('#isabelle', ""Laissez-moi, laissez-moi ; je n'ai plus qu'à mourir. Je viens de voir mon père à son dernier soupir, Et sa fille, s'il meurt, n'aspire qu'à le suivre."")","('#isabelle', ""Laissez-moi, laissez-moi, je n'ai plus qu'à mourir.  Je viens de voir mon père à son dernier soupir,  Et sa fille, s'il meurt, n'aspire qu'à le suivre. "")",0.9930170774459839
"('#chapelle', ""Pourquoi ce désespoir ?... Molière encor peut vivre, Et la Parque n'a point encor tranché ses jours, Espérez tout de l'art dont les heureux secours..."")","('#chapelle', ""Pourquoi ce désespoir ?... Molière encore peut vivre,  Et la Parque n'a point encore tranché ses jours ;  Espérez tout de l'art, dont les heureux secours... "")",0.965466320514679
"('#isabelle', ""Je n'espère plus rien."")","('#isabelle', ""Je n'espère plus rien. "")",1.0
"('#baron', 'Ô ma chère Isabelle ! Chassez de votre coeur cette crainte mortelle, Et souffrez que nos soins...')","('#baron', 'Ô ma chère Isabelle !  Chassez de votre coeur cette crainte mortelle,  Et souffrez que nos soins... ')",0.9999999403953552
"('#isabelle', ""Ciel ! Ne m'épargnez pas, Si mon père, en ce jour, doit subir le trépas, Et terminez aussi ma trop longue carrière !"")","('#isabelle', ""Ciel ne m'épargnez pas,  Si mon père, en ce jour, doit subir le trépas,  Et terminez aussi ma trop longue carrière ! "")",0.9960233569145203
"('#lesbin', 'Mignard envoie ici le portrait de Molière.')","('#lesbin', 'Mignard envoie ici le portrait de Molière.')",0.9999999403953552
"('#isabelle', ""Le portrait de mon père ! Ah ! Qu'on offre à mes yeux Sans tarder un moment un don si précieux."")","('#isabelle', ""Le portrait de mon père ! Ah ! Qu'on offre à mes yeux  Sans tarder un moment un don si précieux. "")",0.9999998211860657
"('#lesbin', 'Et Mignard va bientôt venir ici lui-même. Le portrait est placé sur le milieu du théâtre. ')","('#lesbin', 'Et Mignard va bientôt venir ici lui-même.  Le portrait de Molière est placé au milieu du théâtre.')",0.90594083070755
"('#isabelle', ""C'est mon père ! c'est lui ! Dans mon malheur extrême Je puis encor le voir... De grâce, laissez-moi Seule avec ce portrait."")","('#isabelle', ""C'est mon père ! C'est lui ! Dans mon malheur extrême  Je puis encore le voir !... De grâce laissez-moi  Seule avec ce portrait. "")",0.9752290844917297
"('#chapelle', ""Son ordre est une loi ! Sortons ; ne troublons pas sa douleur davantage. L'infortune est sacrée."")","('#chapelle', ""Son ordre est une loi !  Sortons ; ne troublons pas sa douleur davantage.  L'infortune est sacrée. "")",1.0000001192092896
"('#isabelle', ""Ô respectable image ! Toi, qui m'offres les traits du père le plus cher, Mes larmes devant toi peuvent donc s'épancher ! Le sort va me ravir ce père que j'adore. Tu me restes, par toi, je le revois encore, Et je puis, à mon gré, t'exprimer mes douleurs ! Que ne peux-tu sur toi sentir couler mes pleurs ! Entendre mes soupirs, et leur répondre même ! D'autres vont t'admirer ; moi, je fais plus, je t'aime Et je voudrais jamais ne m'éloigner de toi. Ô portrait révéré ! Sois toujours avec moi ! L'amitié te créa pour calmer ma souffrance. En proie à tous les maux, n'ayant plus d'espérance Sans doute à ma tendresse un miracle était dû. Tel qu'il est dans mon coeur le pinceau l'a rendu. Montrant son coeur."")","('#isabelle', ""Ô respectable image !  Toi qui m'offres les traits du père le plus cher,  Mes larmes devant toi peuvent donc s'épancher !  Le sort va me ravir ce père que j'adore : Tu me restes, par toi je le revois encore,  Et je puis, à mon gré, t'exprimer mes douleurs !  Que ne peux-tu, sur toi, sentir couler mes pleurs !  Entendre mes soupirs, Et leur répondre, même !  D'autres vont t'admirer, moi je fais plus, je t'aime,  Et je voudrais jamais ne m'éloigner de toi.  Ô portrait révéré ! Sois toujours avec moi !  L'amitié te créa pour calmer ma souffrance.  En proie à tous les maux, n'ayant plus d'espérance,  Sans doute à ma tendresse un miracle était dû.  Tel qu'il est dans mon coeur, le pinceau l'a rendu.  Montrant son coeur."")",0.9950795769691467
"('#la-moliere', 'Pleure, pleure, ma fille, à ta douleur sincère Je viens mêler la mienne. Il est trop vrai ; ton père.')","('#la-moliere', 'Pleure, pleure, ma fille, à ta douleur sincère  Je viens mêler la mienne. Il est trop vrai, ton père.')",0.9909864068031311
"('#isabelle', 'Ah ! Ce mot a suffi pour me donner la mort.')","('#isabelle', 'Ah !!! Ce mot a suffi pour me donner la mort. ')",0.9625479578971863
"('#chapelle', 'Que vois-je ?... Ô triste effet de la rigueur du sort ! La mère est dans les pleurs : la fille évanouie... Madame, hâtez-vous de la rendre à la vie. Et vous conduisez-les dans leur appartement. À La Molière. À Baron. Baron et La Molière reconduisent Isabelle.')","('#chapelle', 'Que vois-je ? Ô triste effet de la rigueur du sort !  La mère est dans les pleurs : la fille évanouie...  Madame, hâtez-vous de la rendre à la vie.  Et vous, conduisez-les dans leur appartement.  À la Molière. À Baron. Baron et la Molière reconduisent Isabelle.')",0.9907859563827515
"('#chapelle', ""Vous, amis de Molière, et dont, en ce moment, Je partage la peine, enlevez cette image ; C'est le reste chéri d'un grand homme, d'un sage : Il attend les honneurs qui sont dûs aux talents, Retournons au théâtre, et de nobles accents Faisons-le retentir en l'honneur Couronnons de lauriers une tête si chère Et qu'une apothéose y consacre à jamais Ses vertus, son génie et surtout nos regrets."")","('#chapelle', ""Vous, amis de Molière, et dont en ce moment  Je partage la peine, enlevez cette image ;  C'est le reste chéri d'un grand homme, d'un sage :  Il attend les honneurs qui sont dus aux talents,  Retournons au théâtre, et de nobles accents  Faisons-le retentir, en l'honneur de Molière. Couronnons de lauriers une tête si chère,  Et qu'une Apothéose y consacre à jamais  Ses vertus, son génie et surtout nos regrets. "")",0.9900106191635132
