,quinault-comedie-sans-comedie,quinault-docteur-de-verre,Cost,Operation Type
599,"('#tancrede', ""Clorinde meurt par le fer que je tiens, Et mes jours ne sont pas finis avec les siens ! La clarté par les coups à Clorinde est ravie, Et sa perte n'est pas de la mienne suivie ! Enfin Clorinde expire et mon perfide coeur N'a pas assez d'amour pour mourir de douleur ! Quoi cette main si prompte aux actions barbares, Cette main si cruelle à des beautés si rares, Après de ma maîtresse avoir hâté la fin, N'a pas encore osé punir son assassin ! N'a pas osé commettre un acte de Justice. Ah c'en est trop il faut que ce coup me punisse... Mais l'horreur des amants et l'effroi des humains, Qui dans un sang si pur vient de tremper ses mains, Après avoir porté sa rage sans seconde Jusqu'au sein le plus chaste et le plus beau du monde. Et mis une beauté qu'il adore, aux abois, Pour sa punition ne mourra qu'une fois ! Non, non, n'achève pas ce sanglant sacrifice, Tancrède ingrat, ta vie est ton plus grand supplice : Contemple cet objet de ton coeur adoré, Qu'au sort de ton amour ton bras a massacré ! Vois ces beaux yeux auteurs de tes flammes premières, Dont tes efforts sanglants ont éteints les lumières ! Regarde le débris d'un chef-d'oeuvre si beau, Et dans chaque regard trouve un trépas nouveau ! Et vous ô derniers coups d'une main adorable, Blessures retenez le sang de ce coupable ! C'est finir son tourment que terminer son sort, Et vous lui feriez grâce en lui donnant la mort ! Mais quoi vous vous ouvrez ; en vain je vous convie, Pour prolonger mes maux de prolonger ma vie ! Pour venger ce beau sang du Corps dont vous partez, Vous vomissez le mien à flots précipités : Déjà ma voix s'abat, mes faiblesses redoublent, Mes pas sont chancelants, mes yeux mourant se troublent : Et cédant à l'effort des dernières douleurs, Mon coeur par un soupir m'avertit que je meurs : Vous de tant de beautés chers et tragiques restes, Beau corps à qui mes jours ont été si funestes Permettez en perdant mon crime avec le jour, Que la mort nous unisse au défaut de l'Amour. Il tombe auprès du corps de Clorinde."")",,1.0,Insertion
600,"('#armide', ""Ministres dont les soins sont mes plus fortes armes, Démons à me servir engagés par mes charmes ! Changez ces lieux couverts et de sang et de pleurs, En une île agréable et couverte de fleurs. Et vous à qui je dois les hautes connaissances De la plus assurée et noble des sciences, D'un Art qui quand je veux trouble et calme les mers, Et fait pâlir les Cieux, ou trembler les enfers ; Noble Esprit d'Hidraot qui sous des myrtes sombres Jouissez du repos dont jouissent les Ombres, Quittez pour me venger ces noirs et tristes bords Et pour nuire aux vivants, abandonnez les morts. Quarante chevaliers que j'avais avec peine Pris entre les Chrétiens et puis mis à la chaîne, Par le jeune Renaud le plus fier des humains, M'ont été hautement ravis d'entre les mains. J'aspire à la vengeance et j'en flatte mon âme, Rien n'est plus agréable à l'esprit d'une femme ; Et plus son impuissance invite à l'outrager, Plus pour elle il est doux de se pouvoir venger. Je vous conjure donc Ombre qui m'êtes chère, Par les Ondes du Styx que tout l'Enfer révère, Par le Cercle d'Hécate et ses trois divers noms, Et par le noir trident du Prince des Démons, Pour aux jours de Renaud faire ensemble la guerre, De sortir à l'instant du centre de la Terre. Le théâtre se change en une île délicieuse où l'on peut passer par un pont magnifique, Armide descend en même temps et continue à parler. La terre s'ouvre et l'Ombre d'Hidraot en sort."")",,1.0,Insertion
601,"('#l-ombre', ""Tu me vois prêt Armide à suivre tes désirs, L'Enfer prend avec moi part à tes déplaisirs. Il craint que de Renaud la valeur sans égale À tous ses partisans ne se rende fatale, Et ce jeune Chrétien peut dire sans erreur, Qu'il a jusqu'aux Enfers porté de la terreur ; Mais les Démons enfin sont tous d'intelligence, Pour hâter avec toi sa perte et ta vengeance."")",,1.0,Insertion
602,"('#armide', ""L'offense est pour moi seule et me doit engager À prendre seule aussi le soin de me venger. Renaud sera puni, mais puni par mes armes, Sa rencontre est le bien que j'attends de mes charmes ; Mais l'ayant rencontré ma main seule en effet, Doit réparer le tort que la sienne m'a fait."")",,1.0,Insertion
603,"('#l-ombre', ""Ce sentiment est juste, et je te viens apprendre Qu'à l'instant en ces lieux Renaud se viendra rendre, Et loin que ton courroux lui donne de l'effroi, Qu'il a de t'aborder même désir que toi."")",,1.0,Insertion
604,"('#armide', ""Même désir que moi qu'il a tant offensée ?"")",,1.0,Insertion
605,"('#l-ombre', ""Il a même désir et non même pensée, Tu cherches à le perdre, il cherche à t'acquérir : Tu veux percer son Coeur lorsqu'il veut te l'offrir, Il est atteint pour toi d'une ardeur sans mesure : J'ai fait entre ses mains rencontrer ta peinture, Son coeur jeune et bouillant s'est enflammé d'abord ; Mais d'un feu qui ne doit éclairer que sa mort."")",,1.0,Insertion
606,"('#armide', ""Sa passion me nuit, le trépas lui doit plaire, S'il lui vient d'une main que l'Amour lui rend chère : Ma haine dans sa mort n'aura rien d'éclatant, Il mourra de ma main ; mais il mourra content. Je souhaite sa mort ; mais sa mort inhumaine : Il meurt sans châtiment s'il expire sans peine. La Mort ne punit point quand elle a des appas, Et s'il meurt impuni je ne me venge pas."")",,1.0,Insertion
607,"('#l-ombre', ""Pourvu qu'il meure enfin cela te doit suffire, La Mort est de tous nos maux le dernier et le pire. Et de quelque façon qu'on se sente outrager, Perdre son ennemi c'est toujours se venger."")",,1.0,Insertion
608,"('#armide', ""Renaud paraît : allez par quelque adresse utile, L'engager à passer sans suite dans cette île, Ce lieu pour ma vengeance est propre au dernier point."")",,1.0,Insertion
609,"('#l-ombre', ""Je te vais contenter ; mais ne te montre point. Armide se cache derrière quelques arbres et L'Ombre passe sur le pont et se rend sur le devant du Théâtre où Renaud paraît avec son écuyer."")",,1.0,Insertion
610,"('#renaud', ""Cesse Agis de combattre une flamme invincible ; Je voudrais l'étouffer ; mais il m'est impossible. Tous les raisonnements ne sont pas de saison, Mes sens dans leur désordre engagent ma raison ; Armide est idolâtre, Armide est criminelle, Elle est mon ennemie enfin ; mais elle est belle, Ses défauts sont cachés par ses charmes puissants Et ma Raison ne voit que ce qu'ont vu mes sens. Cesse par tes discours en cette solitude, De troubler de mon coeur la douce inquiétude. Mes pensers amoureux ici m'ont fait venir, Et fourniront assez de quoi m'entretenir. Dieu que cette île est belle, et ce pont magnifique Sachons-en les secrets de cet homme rustique. Quelle est cette île ami."")",,1.0,Insertion
611,"('#l-ombre', ""Ces mots me font juger Seigneur qu'assurément vous êtes étranger. Il n'est point dans l'Asie île plus renommée, L'entrée aux Étrangers n'en est jamais fermée ; Et pour peu que votre âme aime les nouveautés, Vous ne passerez point sans en voir les beautés."")",,1.0,Insertion
612,"('#renaud', 'Suis donc mes pas, Agis !')",,1.0,Insertion
613,"('#l-ombre', ""Si tu n'es las de vivre Qui que tu sois demeure et garde de le suivre, Cette île est enchantée et par de dures lois L'on n'y peut sans danger passer deux à la fois. Agis veut passer et le pont se brise dans le moment qu'il veut mettre le pied dessus."")",,1.0,Insertion
614,"('#agis', ""N'importe. Ah Ciel ! Le pont tout_à_coup vient de fondre Ce succès de tout point commence à me confondre, Ce doit être l'effet d'un magique pouvoir. Plût au Ciel que l'auteur à mes yeux se fît voir."")",,1.0,Insertion
615,"('#l-ombre', ""C'est moi, que prétends-tu ?"")",,1.0,Insertion
616,"('#agis', 'Ce que je prétends traître ! Te perdre, ou te forcer de me joindre à mon maître.')",,1.0,Insertion
617,"('#l-ombre', ""Quoi mortel impuissant tu m'oses menacer, Toi que d'un souffle seul je pourrais terrasser : Oui de ce pont brisé la chute est mon ouvrage, Et si de Renaud seul j'ai souffert le passage : Sache que ce sera malgré tout son effort Un passage pour lui de la vie à la mort."")",,1.0,Insertion
618,"('#agis', ""La crainte de ton art n'a rien qui me retienne Et ta perte du moins précèdera la sienne. Ciel d'un pareil prodige a-t-on ouï parler ! Je frappe et tous mes coups ne rencontrent que l'air. Le charme est surprenant qui l'a fait disparaître : Mais cherchons quelque endroit pour rejoindre mon maître. Il met l'épée à la main, et lorsqu'il en veut frapper l'Ombre, elle rentre dans la terre et Agis ne frappe que l'air. "")",,1.0,Insertion
619,"('#renaud', ""Ce gazon que cette eau vient baiser doucement, Semble ici m'inviter à rêver un moment. Île délicieuse où l'aimable Zéphyre Dedans le sein de Flore avec langueur soupire, Séjour de mille appas que ce fleuve charmant Ceint d'un continuel et mol embrassement, Pour rendre ici ma joie et parfaite et solide, Rien ne vous manquerait si vous aviez Armide ; Mais par l'effet d'un charme amoureux et nouveau Quand je ne la vois pas, je ne vois rien de beau. Chef-d'oeuvre où l'art fait voir par sa douce imposture Les plus aimables traits qu'ait formés la Nature. Belle Cause des maux qui me sont préparés Vous avez des appas dignes d'être adorés : Ce qu'Armide a de beau, vous l'avez en partage ; Mais quoi d'Armide enfin vous n'êtes que l'image, Et je ne trouve en vous malgré mes justes voeux, Que l'image du bien qui me peut rendre heureux ! Pour Armide à mes yeux vos traits vous font paraître ; Mais Armide est sensible et vous ne pouvez l'être ! Et vous ne pouvez l'être ! Oui Portrait précieux ! Mais c'est possible en quoi vous lui ressemblez mieux. Je conçois peu d'espoir et j'ai de justes craintes Qu'Armide comme vous sera sourde à mes plaintes, Et que cette beauté dont je crains le courroux Ne sera pas pour moi plus sensible que vous ; Mais qui cause dans l'onde une rumeur soudaine ? Un Triton sort du fleuve avecque une sirène : Ils paraissent tous deux disposés à chanter, Leur dessein me surprend ; mais il faut écouter. Il se couche sur un gazon. Il regarde le portrait d'Armide."")",,1.0,Insertion
620,"('#un-triton #une-sirene', ""Il faut aimer, C'est un destin inévitable Il n'est point de coeur indomptable Que l'Amour ne puisse charmer ; Mais surtout quand on est aimable. Il faut aimer."")",,1.0,Insertion
621,"('#renaud', ""Tous mes sens enchantés de cet air agréable Sont contraints de céder au sommeil qui m'accable. Renaud s'endort et le Triton et la Sirène continuent à chanter."")",,1.0,Insertion
622,"('#un-triton #une-sirene', 'Que de plaisirs, Amour fait trouver dans ses chaînes Ses rigueurs les plus inhumaines Font pousser de charmants soupirs, Et ses maux causent moins de peines Que de plaisirs.')",,1.0,Insertion
623,"('#armide', ""Allez retirez-vous, Renaud est endormi, Et je veux sans secours perdre cet ennemi. C'est maintenant qu'il faut que cette âme indomptée Succombe sous les coups d'une femme irritée ; L'heure fatale arrive où Renaud doit périr, S'il ouvre encor les yeux c'est pour se voir mourir, Et son sommeil est moins dans ce péril extrême, Le frère de la mort que la mort elle-même ; Assouvissons nos sens du plaisir précieux Que la vengeance inspire aux esprits furieux. Je vais perdre un amant ; mais en vain à ma rage Son coeur trop criminel oppose mon image, Loin d'épargner son coeur, je percerais le mien, S'il empêchait mes coups d'aller jusques au sien. Je sais bien qu'il n'est point de peine plus funeste Que de se voir aimer d'un objet qu'on déteste : L'Amour à la pitié veut toujours engager ; Et comme tout mon bien consiste à me venger, Son Amour n'est pour moi qu'une nouvelle offense, Puisqu'elle ose vouloir m'arracher ma vengeance ; Mais je me puis venger doublement à mon tour, En punissant Renaud je punirai l'Amour. Détruisons son Empire au coeur de ce perfide ! Vengeons-nous de tous deux... Le Triton et la Sirène se plongent dans le fleuve et Armide continue. Comme elle lève le bras pour frapper Renaud d'un dard qu'elle tient, l'Amour paraît en l'air."")",,1.0,Insertion
624,"('#l-amour', 'Arrête, arrête Armide !')",,1.0,Insertion
625,"('#armide', 'Et qui donc es-tu toi ? Qui troubles mes désirs.')",,1.0,Insertion
626,"('#l-amour', ""Je suis fils du désordre et père des plaisirs, C'est moi dont la puissance infinie et féconde Soutient ce qui subsiste aux Cieux et dans le Monde. J'anime la Nature, ou pour mieux m'exprimer, Je t'apprends que je suis le Dieu qui fait aimer."")",,1.0,Insertion
627,"('#armide', ""Par quel droit prétends-tu traverser ma vengeance ? Toi de qui j'ai toujours méprisé la puissance. Le Dieu qui fait aimer en dépit de ses traits, N'a rien à commander à qui n'aima jamais."")",,1.0,Insertion
628,"('#l-amour', ""Si tu n'aimas jamais, tu peux aimer encore. Ma flamme dans ton coeur malgré toi peut éclore : La source de la vie est l'effet de mes feux, Sur tous les corps vivants je puis ce que je veux : Et quand je laisse un coeur dedans l'indifférence C'est mon désir qui manque et non pas ma puissance ; Mais enfin il est temps que tu suives ma loi. Tu t'es voulu venger de Renaud et de moi, Et je viens animé fortement à te nuire, Défendre contre toi Renaud et mon Empire."")",,1.0,Insertion
629,"('#armide', 'Quoi tu me veux défendre ici de me venger ?')",,1.0,Insertion
630,"('#l-amour', ""Oui ; mais de tes tourments c'est là le plus léger, Je veux pour te punir par un supplice extrême Te donner de l'Amour pour ton ennemi même."")",,1.0,Insertion
631,"('#armide', ""Moi ! De l'amour pour lui ! Perds cette vanité, Tout ton pouvoir dépend de notre volonté. Pour te vaincre il ne faut que se vouloir défendre, L'on n'a jamais d'amour qu'autant qu'on en veut prendre ; Enfin quoi qu'en effet tes ordres rigoureux Puissent dessus mon coeur j'y puis encor plus qu'eux, Et loin que pour Renaud mon âme soit émue, Il faut que je me venge et qu'il meurt à ta vue."")",,1.0,Insertion
632,"('#l-amour', ""Ce trait te va punir et lui sauvant le jour, T'apprendra qu'il n'est rien d'impossible à l'Amour. Il s'envole en lui tirant une flèche."")",,1.0,Insertion
633,"('#armide', ""Ô Ciel ! Mais de ce coup l'atteinte est trop légère Pour garantir Renaud des traits de ma colère, Et dussé-je en périr je me plains peu du sort ; Puisque j'ai de la vie assez pour voir sa mort."")",,1.0,Insertion
634,"('#renaud', 'Je ne fuis point vos coups, non...')",,1.0,Insertion
635,"('#armide', 'Il rêve.')",,1.0,Insertion
636,"('#renaud', ""Inhumaine ! Je ne puis jamais vivre avecque votre haine, Et contraint d'expirer, j'aime mieux recevoir La mort de votre main que de mon désespoir !"")",,1.0,Insertion
637,"('#armide', ""Si ma main par ta mort peut remplir ton attente, Tu mourras satisfait et je vivrai contente. Reçois le coup... Mais Dieux ; quel tremblement soudain Me saisit à la fois et le coeur et la main ! Quel mouvement s'oppose en mon âme alarmée Au cours de la fureur dont je suis animée, Et quel charme plus fort que mes enchantements Soulève contre moi mes propres mouvements ! Quoi de mon ennemi je souffre ici la vue ; Et loin de redoubler ma haine diminue ? L'Objet qui l'augmentait, ne sert qu'à l'amoindrir, Et ce qui m'irritait commence à m'attendrir ; D'où vient que de mes sens la révolte inhumaine En faveur de Renaud ose trahir ma haine, Et que mes yeux malgré mon furieux désir, L'observent avec soin et même avec plaisir ? Avec plaisir ! Mes yeux vous font donc cet outrage, Transports impétueux de vengeance et de rage, Et vous n'empêchez pas ces guides de mon coeur De voir notre Ennemi sans peine et sans horreur ; Mais quoi j'adresse en vain cette plainte pressante, Aux restes impuissants de ma fureur mourante ? Tout mon courroux s'éteint et dans mon lâche coeur Je ne sens que faiblesse et ne sens plus d'ardeur ! Plus d'ardeur ! Ah que dis-je en vain je dissimule, D'une ardeur forte encor je sens bien que je brûle ; Mais hélas cette ardeur qui me brûle à son tour Ne vient plus de la haine, elle vient de l'Amour. Renaud dont le mérite est plus fort que mes charmes, Tu triomphes d'Armide elle te rend les armes, Et nul péril ne doit te donner de terreur Ayant pu triompher d'une femme en fureur, Je sens bien que ta gloire à ma honte s'augmente, Et que ton ennemie enfin est ton amante : L'Amour qui me punit cesse ici d'être doux, J'ai toute sa tendresse et lui tout mon courroux : Et par le prompt effet d'un changement étrange Au lieu de me venger j'aime, et l'Amour se venge. Sa vengeance est pourtant imparfaite en ce point Qu'il me punit d'un trait, qui ne me déplaît point : Je hais ma liberté quand je reçois sa chaîne Et je fais mes plaisirs de ce qu'il fait peine. Tous ses maux ont toujours des charmes pour nos coeurs, Et si ses maux sont doux, quelles sont ses douceurs ? Si ta justice Amour égale ta puissance Fais cesser ta colère avec que mon offense, Mon crime est maintenant expié par tes feux, Après m'avoir punie, exauce au moins mes voeux : Je te veux consacrer les restes de ma vie, Mon coeur d'autres plaisirs ne conçoit plus d'envie : Transporte-nous tous deux pour vivre sous ta loi, Dans des lieux interdits à tout autre qu'à toi. L'Amour paraît en l'air suivi de quatre Amours."")",,1.0,Insertion
638,"('#l-amour', ""Tes voeux sont exaucés et je suis prêt Armide Dans un monde inconnu de te servir de guide, Vous qui m'obéissez, Dieux des contentements, Amours, sous ma conduite enlevez ces amants. Les quatre petits Amours descendent sur le Théâtre et deux ayant pris Renaud, et les deux autres Armide, ils les enlèvent sous la conduite de l'Amour."")",,1.0,Insertion
639,"('#la-fleur', 'Ma fille est morte ô Ciel !')","('#la-fleur', 'Ma fille est morte, ô ciel !')",0.0,Match
640,"('#la-roque', ""Vous l'allez voir descendre, Et son enlèvement vous devait moins surprendre."")","('#la-roque', ""Vous l'allez voir descendre, Et son enlèvement vous devait moins surprendre."")",0.0,Match
641,"('#la-fleur', 'On peut être surpris par un semblable effet.')","('#la-fleur', 'On peut être surpris par un semblable effet.')",0.0,Match
642,"('#la-roque', 'De nos essais enfin êtes-vous satisfait ?')","('#la-roque', 'De nos essais, enfin, êtes-vous satisfait ?')",0.0,Match
643,"('#la-fleur', ""Oui, chacun a bien fait dans tous ses personnages, Je consens avec joie à vos trois mariages : Votre art dans ces essais m'a paru noble et doux, Et votre sort enfin doit faire des jaloux. Si votre troupe un jour a la gloire de plaire, Au plus auguste ROI que le Soleil éclaire, Au PRINCE sans égal qui possède à la fois Ce que séparément ont eu les plus grands Rois, Et qui portant partout sa Valeur sans seconde, Ne doit la voir borner que des bornes du Monde."")","('#la-fleur', ""Oui, chacun a bien fait dans tous ses personnages. Je consens, avec joie, à vos trois mariages. Votre Art, dans ces essais, m'a paru noble et doux, Et votre Art, enfin, doit faire des jaloux, Si votre Troupe un jour a la gloire de plaire Au plus auguste Roi que le Soleil éclaire, Au Prince sans égal, qui possède à la fois, Ce que séparément ont eu les plus grands Rois, Et qui, portant partout sa valeur sans seconde, Ne doit la voir borner que des bornes du monde."")",0.0,Match
